1.442552003447188091e-01 -2.611535104028017140e-01 2.109872575574518017e+00
1.483148366907764970e-01 -2.190195267168384974e-01 2.113648409734749212e+00
1.520831470589610879e-01 -1.773211197469836964e-01 2.118535081465803938e+00
1.554991049669801062e-01 -1.361612395360191075e-01 2.123152473427868170e+00
1.590701996933761020e-01 -9.495580222198420073e-02 2.130809721125225931e+00
1.623805137795404918e-01 -5.346890243975035290e-02 2.137340089418951816e+00
4.779783664644289276e-01 -2.691800065669501252e-01 2.713631333225975162e+00
4.056110167864849791e-01 -2.290265428586087948e-01 2.539055040761926119e+00
3.178078641183106900e-01 -1.890904179490471015e-01 2.368415853889778155e+00
2.154640628862576901e-01 -1.497207879337957015e-01 2.205465076525964019e+00
1.002087824335038957e-01 -1.108443039991763995e-01 2.053779808328446865e+00
-2.845304786989522050e-02 -7.319049874917900322e-02 1.912209807641791937e+00
-7.305809131791206334e-02 -9.369949996578576246e-02 2.034684442144380156e+00
2.459139171474408053e-02 -1.078312920592855023e-01 2.068088639675839779e+00
1.200218088644898068e-01 -1.230093834857733937e-01 2.107612584840338865e+00
2.129669213982554044e-01 -1.388579929282335867e-01 2.153164510671846887e+00
3.033169194447806749e-01 -1.555485165674888037e-01 2.202358516992611204e+00
3.903500217806155081e-01 -1.731580720437279064e-01 2.257510198807448187e+00
1.562126751957675919e-01 -1.293418888728987137e-01 2.125288327345490114e+00
-1.502987733335386933e-01 1.325606965786859937e-01 2.108206159424864001e+00
-4.980687448908312220e-02 -2.549497379222208093e-01 2.057926927598225930e+00
9.323367354685679897e-02 1.102348638293956934e-01 2.154706993303823204e+00
-2.395608418652044047e-01 -9.286827468707305189e-02 2.051826201501949054e+00
1.556629518035234916e-01 -1.294643200836715913e-01 2.124117679699021100e+00
-2.091403755735737058e-01 -8.503488537601740227e-02 2.046585241034017066e+00
-2.260843032261024982e-02 -9.941757845192400467e-02 2.044505212668302985e+00
1.470622239156987032e-01 -1.270827554100159018e-01 2.117581156761019212e+00
2.722346684891199242e-01 -1.628191715248298033e-01 2.254312966835415821e+00
3.344375354785090182e-01 -2.032015805874921865e-01 2.419273872265118808e+00
1.562000588457881922e-01 -1.292356321394226015e-01 2.125294701421549082e+00
-1.504959120484450075e-01 1.329021442871582970e-01 2.108295539258028928e+00
-5.011080992590945249e-02 -2.547913067008698018e-01 2.057756475790811113e+00
9.315915529754478785e-02 1.105757124421749005e-01 2.154824956731551833e+00
-2.398508222894444875e-01 -9.255004094724675334e-02 2.052204672895261872e+00
1.559931583620310924e-01 -1.296290853044710090e-01 2.124911130734544962e+00
