1.451544978755983928e-01 -2.621664235781346886e-01 2.111380187628144167e+00
1.496034345713923019e-01 -2.199434351258761910e-01 2.114811074463689877e+00
1.533256967766470913e-01 -1.782987588127349921e-01 2.119745700329013882e+00
1.568029551433388902e-01 -1.373126925322405989e-01 2.125138557978975218e+00
1.600208913799344990e-01 -9.604291667547848466e-02 2.130251182340979099e+00
1.633539169699373961e-01 -5.457731559094054774e-02 2.137670354619099822e+00
4.786297378955806092e-01 -2.705977008071218104e-01 2.714937079006030984e+00
4.061953827136600137e-01 -2.301835484368308093e-01 2.539081359776103053e+00
3.186548850277702849e-01 -1.902112842798469872e-01 2.369075490135839956e+00
2.165946985451353002e-01 -1.507321403749652122e-01 2.206427889020170952e+00
1.012520874320747000e-01 -1.117905186249704003e-01 2.055009343604170091e+00
-2.701863143317027871e-02 -7.418597221682210474e-02 1.913441810689844980e+00
-7.182058245302269661e-02 -9.463280013693647907e-02 2.038054952641116913e+00
2.598469088509118910e-02 -1.088751558118982998e-01 2.069403188163037921e+00
1.213510807591959006e-01 -1.241437450600973991e-01 2.108275763057791075e+00
2.144554835418663041e-01 -1.400428873946180930e-01 2.154732360095987787e+00
3.044342740314854856e-01 -1.566463190293561070e-01 2.203769135475376117e+00
3.914300094878327974e-01 -1.743694742910228968e-01 2.259004009586044859e+00
1.573183279350738040e-01 -1.299990828878073990e-01 2.125816773544925820e+00
-1.491491666979946895e-01 1.321119534431282883e-01 2.108191355054390925e+00
-4.833386116120586690e-02 -2.552635650446691273e-01 2.059308194103814049e+00
9.490358333602523511e-02 1.097646317562235990e-01 2.156120243939875003e+00
-2.377499122567955925e-01 -9.341512536684987156e-02 2.052621701289274903e+00
1.571440942126154094e-01 -1.303979577888410013e-01 2.126306218110987967e+00
-2.075368758075646081e-01 -8.540242200402181627e-02 2.046452569629328977e+00
-2.108485966769651013e-02 -1.001190776613839067e-01 2.045567135417225124e+00
1.484734974342850899e-01 -1.282398709530457870e-01 2.119546428186608988e+00
2.729168552627618261e-01 -1.640284736408466060e-01 2.255060178445845054e+00
3.355329468241500246e-01 -2.046401920625242898e-01 2.421150521396511213e+00
1.574653451049174979e-01 -1.302142373962932032e-01 2.126673572369623955e+00
-1.491459424113731891e-01 1.326247923794620087e-01 2.109222369415928888e+00
-4.867740275456457211e-02 -2.551601879711368204e-01 2.059225119953222105e+00
9.502066206439611917e-02 1.099222805363915950e-01 2.155985692026089140e+00
-2.381328726750102098e-01 -9.291818466793499987e-02 2.054536261198014024e+00
1.574253620108791996e-01 -1.303460646162387104e-01 2.126861960826686104e+00
