-1.442032477728875106e-01 -3.650006368615733576e-01 9.197716882044134623e-01
-2.617263874255157385e-02 -9.277545957499073737e-01 -3.722719477024527546e-01
9.892019087693891821e-01 -7.775567603443309106e-02 1.242321960339796139e-01
-1.428690039261555356e-01 -3.621303415230839873e-01 9.211134910886512595e-01
-3.209074975358830462e-02 -9.284763742697939026e-01 -3.700024408069089166e-01
9.892212247507635725e-01 -8.242110270550939699e-02 1.210294605928950995e-01
-1.475259104041721780e-01 -3.579422171794419683e-01 9.220159840914285976e-01
-5.787087219651143588e-02 -9.274951000709220628e-01 -3.693288527798027077e-01
9.873636958642115768e-01 -1.078434444233646872e-01 1.161151307292445090e-01
-1.563785618782707054e-01 -3.526551099657547761e-01 9.225942330190045615e-01
-9.039607699312032785e-02 -9.250557015681556416e-01 -3.689180102143309603e-01
9.835518769486121249e-01 -1.410897672097050637e-01 1.127802417960411807e-01
-1.571288094341456443e-01 -3.493359148399065028e-01 9.237288324225750857e-01
-1.103924142442746642e-01 -9.232727531834664658e-01 -3.679414873405040254e-01
9.813888383933907500e-01 -1.597868637654152879e-01 1.065087134692944693e-01
-1.589460901408585869e-01 -3.451910350627140911e-01 9.249752914220283895e-01
-1.306973373432925856e-01 -9.212833453293524100e-01 -3.662720350096779764e-01
9.785981537077963477e-01 -1.791093155899191880e-01 1.013188364945193376e-01
-4.422031045091819879e-01 -3.538185121476463690e-01 8.241776961457201178e-01
-4.408959643643181603e-02 -9.092169209666310925e-01 -4.139815190488959074e-01
8.958306323454863218e-01 -2.194015749478217536e-01 3.864588297113951132e-01
-3.637698562654002599e-01 -3.568628156571218568e-01 8.604187483277667692e-01
-5.609140985781982391e-02 -9.136343742407759816e-01 -4.026487103491425135e-01
9.297984972093749079e-01 -1.947335641509614634e-01 3.123357065406568989e-01
-2.836119128188200333e-01 -3.565149704444607881e-01 8.902029873889635292e-01
-6.994455909992061682e-02 -9.181570745427424241e-01 -3.899940321587377912e-01
